"","LATITUDE","LONGITUDE","Landcover","START","DURATION"
"292",33.66861111,-109.18388889,187,1121777400,363.666666666667
"293",33.79358,-110.07796,187,1398981600,1
"295",33.8314,-109.5218,187,1215108900,18.25
"296",34.21527778,-109.77305556,187,1151852400,1.5
"298",34.1369444,-109.576944,187,1278417600,1.16666666666667
"300",33.79138889,-109.05944444,187,1399119300,122.25
"302",33.86694,-109.97399,187,1382538000,21.1666666666667
"303",33.96138889,-109.29916667,187,1181042700,2.06666666666667
"304",35.28866,-109.20721,187,1310728680,1.48333333333333
"305",33.74166667,-109.4725,187,1153494000,1.75
"308",34.0764,-109.914,187,1148331060,1.65
"309",34.02916667,-109.41972222,187,1153752540,91.4166666666667
"310",33.9095,-109.94775,187,1350573540,24.4333333333333
"311",33.92666667,-109.18555556,187,1208010600,20.5
"313",35.30694,-109.1141,187,1397233800,4
"314",35.2911,-109.215,187,1225632180,0.616666666666667
"315",33.85722222,-109.41444444,187,1121952600,1.75
"316",34.0781,-109.8997,187,1353675900,93.9166666666667
"317",34.075,-109.7982,187,1153764960,0.733333333333333
"318",33.86555556,-109.43027778,187,1183212000,0.5
"319",35.42569,-109.10847,187,1374854700,1.48333333333333
"320",33.8114,-109.9723,187,1238765100,0.333333333333333
"321",34.0325,-109.806297,187,1314886620,141.716666666667
"322",33.81111111,-109.41305556,187,1184596920,21.6333333333333
"323",33.80305556,-109.45277778,187,1149336000,4.55
"324",34.6375,-109.3088,187,1360333860,0.65
"325",34.2559,-109.6916,187,1434883020,7.38333333333333
"326",33.8137,-109.9551,187,1146070980,1.31666666666667
"327",33.7848,-110.0179,187,1120348200,13.1666666666667
"328",35.2961,-109.1029,187,1151664180,1.38333333333333
"330",34.0308,-109.9192,187,1373813460,95.15
"331",34.16083333,-109.81666667,187,1402252500,0.583333333333333
"332",35.4276,-109.5169,187,1401999540,0.216666666666667
"333",33.9594,-109.5706,187,1344161700,25.25
"334",33.7989,-109.7809,187,1184504400,1
"335",34.7342,-110.0072,187,1399398720,0.383333333333333
"336",33.945,-109.20138889,187,1211365800,3.5
"338",34.0462,-109.9376,187,1184512140,2.56666666666667
"339",34.07413,-109.86316,187,1399120740,26.5
"340",33.94277778,-109.35527778,187,1244383200,0.566666666666667
"341",33.92416667,-109.27222222,187,1209749400,2.5
"342",33.7581,-109.5012,187,1247920080,51.0333333333333
"343",33.9445,-109.9723,187,1151249280,18.5333333333333
"344",34.06138889,-109.41861111,187,1239190200,124.3
"345",33.7847,-109.9592,187,1301228520,0.833333333333333
"346",33.79,-110.0247,187,1301325840,0.6
"348",34.14527778,-109.81722222,187,1153846920,2.46666666666667
"349",34.00638889,-109.04777778,187,1183903200,24.05
"351",34.06277778,-109.41916667,187,1178465400,5.53333333333333
"352",34.9103,-114.5733,187,1389785700,11.5
"353",33.62166667,-109.40666667,187,1121335200,5
"355",33.8995,-109.9659,187,1284663600,44.5
"358",33.99388889,-109.52444444,187,1184860800,2.5
"360",34.0569,-109.825,187,1337353200,20.8666666666667
"362",33.91361111,-109.46861111,187,1133451000,18.95
"363",33.84138889,-109.34138889,187,1146753000,1.5
"364",33.8281,-109.9723,187,1176900000,0.333333333333333
"368",33.76694444,-109.3575,187,1430584800,2.33333333333333
"370",33.84416667,-109.27722222,187,1184857200,2.75
"371",34.125,-109.49944444,187,1136455200,0.5
"372",33.6331,-109.9876,187,1153304700,1.58333333333333
"373",33.79233,-110.08502,187,1250333100,25.25
"374",33.62527778,-109.395,187,1121346000,456.5
"375",35.2581,-109.2733,187,1216227840,1.28333333333333
"376",34.05666667,-109.17944444,187,1435242000,4.3
"377",34.04277778,-109.47666667,187,1439661480,20.6833333333333
"379",33.82139,-109.98511,187,1372364400,27.1666666666667
"380",34.0667,-109.8493,187,1133721900,2.25
"381",33.8584,-109.9701,187,1112657400,14.5833333333333
"382",35.18977,-109.16146,187,1248885600,2.7
"383",33.85388889,-109.35333333,187,1183217400,21.5
"385",34.71020126,-109.1458969,187,1313259840,0.683333333333333
"386",33.62767,-109.94714,187,1310559840,22.85
"387",33.81586,-109.65731,187,1310637600,153
"388",33.86555556,-109.48583333,187,1371644040,8.76666666666667
"389",35.33316,-109.07116,187,1334590080,0.366666666666667
"390",33.7631,-109.7383,187,1350061200,65.5
"391",35.58986,-109.12916,187,1311164460,5.01666666666667
"392",34.03694444,-109.3125,187,1123776000,18.0833333333333
"393",33.7001,-109.694,187,1119537000,3.5
"394",33.7237,-109.8729,187,1119534180,4.28333333333333
"395",33.9223,-109.9298,187,1119374940,1.18333333333333
"396",33.8591667,-109.366667,187,1279724400,187.75
"397",33.9473,-109.7832,187,1214915700,3.15
"398",33.78461,-110.0275,187,1392394200,0.833333333333333
"400",33.7556,-109.6509,187,1118061360,76.9
"401",33.83388889,-109.48583333,187,1121439600,3.5
"402",34.07472222,-109.55361111,187,1210609800,1.25
"403",33.82803,-109.97767,187,1394877600,2
"404",35.2511,-109.2664,187,1215001320,1.23333333333333
"407",35.0394,-109.1728,187,1215192600,0
"409",34.22444444,-109.84138889,187,1415374980,117.383333333333
"410",35.1222,-109.2568,187,1121974200,0.883333333333333
"411",33.89652,-109.91052,187,1252423200,70.2666666666667
"412",33.8675,-109.8673,187,1112632680,0.3
"413",34.09944444,-109.54833333,187,1440953580,45.5833333333333
"414",33.81361111,-109.08333333,187,1120516200,13.5
"415",34.91972,-109.20935,187,1309890720,2.88333333333333
"416",34.0917,-109.9118,187,1112455500,2.08333333333333
"417",34.045,-109.8353,187,1372500000,31.8333333333333
"420",33.727,-109.662,187,1215524220,25.3833333333333
"421",33.7489,-109.6756,187,1147785120,50.3
"422",34.0462,-109.9723,187,1215357900,0.0833333333333333
"423",34.0556,-109.9175,187,1274376000,0.416666666666667
"425",34.04378,-109.72394,187,1379498400,25
"426",33.8137,-109.9029,187,1216921680,24.2
"427",34.0575,-109.6618,187,1148305320,1.08333333333333
"428",34.1102,-109.3241,187,1400338800,0.133333333333333
"431",34.07675,-109.81428,187,1367681940,25.5166666666667
"432",33.6781,-109.8569,187,1437047940,28
"434",33.9009,-109.9201,187,1238688300,0.666666666666667
"435",33.8178,-109.8939,187,1328798400,1.91666666666667
"436",34.08027778,-109.33138889,187,1123354800,18
"438",33.82083333,-109.39138889,187,1147972500,2.75
"440",34.10416667,-109.49527778,187,1117119600,4
"442",34.03027778,-109.30027778,187,1245153720,0.55
"443",33.92083333,-109.465,187,1148047200,4.31666666666667
"444",33.75972222,-109.12333333,187,1249657200,74
"445",33.7203,-109.9411,187,1321969680,1.11666666666667
"446",33.81972222,-109.4625,187,1184592600,2.66666666666667
"447",33.7381,-109.6472,187,1342966920,44.3333333333333
"448",33.9525,-109.135,187,1121600700,6.25
"449",33.7523,-110.0182,187,1119710580,1.81666666666667
"450",35.272,-109.2795,187,1163682780,0.616666666666667
"451",33.99249,-109.54998,187,1252430400,19.9166666666667
"453",33.8587,-109.9587,187,1177508280,0.366666666666667
"454",35.29288,-109.26952,187,1371385500,2.58333333333333
"455",34.1039,-109.7737,187,1151844540,27.1833333333333
"456",34.095,-109.8128,187,1343213820,122.55
"457",33.7506,-109.6187,187,1147711320,1.3
"458",34.1241667,-109.632778,187,1277553600,0.9
"459",35.48666,-109.1258,187,1245683760,3.48333333333333
"461",34.14861111,-109.95,187,1213041600,3.75
"462",33.92694444,-109.25722222,187,1180957500,55.25
"463",33.9475,-109.46472222,187,1213457400,0.983333333333333
"464",33.9123,-109.9482,187,1150563720,2.46666666666667
"465",33.74833333,-109.48611111,187,1247751000,22.5
"466",34.6012,-109.3226,187,1390848120,0.233333333333333
"467",34.1446,-109.5334,187,1419710460,42.9833333333333
"468",33.8917,-109.9453,187,1367766600,0.333333333333333
"470",33.82438,-109.97685,187,1383915600,0.666666666666667
"471",33.8362,-109.8482,187,1153491600,3.91666666666667
"472",34.967,-109.1031,187,1121632200,2.28333333333333
"473",33.9019,-109.9447,187,1339074900,0.25
"474",33.79858,-109.93435,187,1365079200,1.83333333333333
"476",34.08871,-109.93127,187,1407692700,1.58333333333333
"477",33.9517,-109.9664,187,1338988200,3.63333333333333
"478",33.6781,-110.1539,187,1337867400,119.666666666667
"480",33.7526,-109.917,187,1121803200,2.33333333333333
"481",33.9619444,-109.475556,187,1279629000,26.25
"482",34.05138889,-109.5475,187,1213808400,1.91666666666667
"484",33.9297,-109.9361,187,1369486740,5.4
"485",35.28053,-109.22706,187,1338924000,15.9166666666667
"486",33.91753,-109.76883,187,1309271400,29.5
"487",33.8048,-109.7207,187,1154003160,1.06666666666667
"489",33.9678,-109.9179,187,1119650100,17.0833333333333
"490",33.825,-109.77,187,1215181620,26.05
"491",34.0625,-109.859,187,1133267640,2.93333333333333
"492",34.0025,-109.7459,187,1179485580,3.08333333333333
"493",33.8137,-109.6415,187,1184061960,6.71666666666667
"494",33.7575,-109.5278,187,1341239400,24.5
"495",35.29088,-109.28785,187,1342382100,19.3
"497",35.54194,-109.09819,187,1248110700,21.8333333333333
"498",33.8555556,-109.440833,187,1278081540,24.1166666666667
"499",34.07933,-109.92986,187,1371823200,50
"500",35.2042,-109.3151,187,1149608100,0.8
"501",33.7522,-110.0622,187,1309958640,4.01666666666667
"502",35.6514,-109.0776,187,1121531580,1.15
"503",33.81166667,-109.06666667,187,1216322100,1.25
"504",34.09805556,-109.54111111,187,1210503600,217.333333333333
"505",33.8425,-109.49472222,187,1249574400,95.75
"507",33.86138889,-109.36694444,187,1183026600,0.25
"508",33.7845,-110.0245,187,1152106380,2.95
"509",33.8359,-109.9598,187,1152440400,1.16666666666667
"510",33.7986,-109.9386,187,1364837100,0.983333333333333
"514",33.8839,-109.9515,187,1119109560,1.23333333333333
"515",35.2292,-109.2161,187,1214845380,2.95
"517",33.82222222,-109.29055556,187,1183044600,2.18333333333333
"518",35.7328,-109.04793,187,1180719000,2.45
"519",33.8306,-109.9815,187,1141477920,2.8
"520",34.0778,-109.8979,187,1118408400,6
"521",33.84111111,-109.16916667,187,1153830600,4.6
"522",33.6917,-109.8123,187,1183563960,2.98333333333333
"523",35.28144,-109.26882,187,1308049500,2.68333333333333
"524",34.4892,-109.5254,187,1212590640,0
"526",35.1134,-109.1273,187,1121878800,5.25
"527",33.71666667,-109.30833333,187,1121522400,26.7166666666667
"528",34.0498,-109.6957,187,1119866820,31.8833333333333
"529",33.91861111,-109.4125,187,1315496700,20.25
"530",33.99472222,-109.08833333,187,1315508400,15.5
"532",33.7997,-109.933,187,1396542960,1.48333333333333
"533",33.83333333,-109.29305556,187,1184860800,46.5
"534",33.7575,-109.5278,187,1343044800,24
"535",33.79372,-110.09663,187,1250333100,48.1
"537",33.8239,-109.9882,187,1146927480,1.03333333333333
"538",34.9243,-114.6141,187,1389045120,1.21666666666667
"540",33.7909,-109.714,187,1184503620,3.11666666666667
"541",34.065,-109.27416667,187,1235302200,1.5
"542",33.9789,-109.9469,187,1252680660,47.65
"544",33.81453,-109.98664,187,1312299000,1.26666666666667
"546",33.81438,-109.99363,187,1383415200,43
"547",33.90777778,-109.35277778,187,1183060800,14.25
"548",34.06277778,-109.365,187,1251653400,0.483333333333333
"549",33.8134,-109.782,187,1153491000,1.33333333333333
"550",33.87389,-109.96714,187,1380643200,24
"551",33.8083,-109.650003,187,1313083800,45.5
"552",35.26152,-109.27213,187,1333626540,4.1
"553",34.4681015,-110.1701965,187,1340564820,0.3
"555",33.92963,-109.93268,187,1218729060,1.23333333333333
"556",35.28128,-109.20128,187,1395590400,2.08333333333333
"557",33.8211,-109.8678,187,1313586960,48.5666666666667
"558",33.92305556,-109.46861111,187,1122034560,1.23333333333333
"559",33.8281,-109.9697,187,1353765600,3.75
"560",33.92166667,-109.2025,187,1246042800,42
"561",35.57506,-109.13747,187,1281705540,26.6833333333333
"563",33.78699,-109.92582,187,1299075300,1.71666666666667
"564",34.02444444,-109.30055556,187,1123691400,43.5
"565",33.90666667,-109.235,187,1190221800,43.1833333333333
"566",33.7969,-109.9967,187,1354788000,2.13333333333333
"568",34.20583333,-109.67805556,187,1241089200,0.0833333333333333
"569",35.22291,-109.27904,187,1309790100,3.83333333333333
"570",33.8795,-109.9518,187,1120143720,2.96666666666667
"571",34.075,-109.8504,187,1179594540,2.38333333333333
"572",35.6689,-109.0809,187,1208293440,14
"575",33.83505,-110.0676,187,1252415400,4.33333333333333
"576",33.80916667,-109.43861111,187,1184930880,25.2
"578",34.1102778,-109.536111,187,1277398800,1.51666666666667
"579",34.2272222,-109.765833,187,1279375200,3
"580",33.98555556,-109.36472222,187,1184965200,14
"582",34.0406,-109.7409,187,1243771800,1.08333333333333
"584",35.267,-109.277,187,1143380700,0.616666666666667
"585",34.1049,-109.2805,187,1391085540,0.683333333333333
"586",34.08083333,-109.5575,187,1185037200,17.3333333333333
"587",33.90055556,-109.12694444,187,1147086000,2
"588",34.23,-109.81638889,187,1188668700,72.75
"589",33.9006,-109.9343,187,1150125660,1.15
"590",34.19666667,-110.07194444,187,1429960860,2.15
"591",34.23583333,-109.80888889,187,1247488320,5.46666666666667
"592",33.79833333,-109.24,187,1123426800,50
"593",33.93916667,-109.36027778,187,1152883800,22.75
"594",33.81166667,-109.06,187,1121098260,1.71666666666667
"595",34.0833,-109.8944,187,1338038400,76.1666666666667
"596",35.015,-109.249,187,1184782620,0.933333333333333
"597",34.0994,-109.9133,187,1338038100,1.25
"598",33.7903,-109.8162,187,1280837760,4.01666666666667
"599",33.8126,-110.0504,187,1195479600,0.833333333333333
"601",33.72666667,-109.44555556,187,1245852000,22
"602",33.6764,-109.9012,187,1183824000,2
"604",33.6909,-110.0568,187,1183830000,23.3333333333333
"605",34.0948,-109.9101,187,1209477480,1.28333333333333
"606",33.8575,-109.187222,187,1279974600,4
"607",33.9009,-109.9376,187,1173544320,0.433333333333333
"608",33.8783333,-109.223611,187,1279728000,19.5
"609",33.6745,-110.077,187,1153909800,2.5
"610",33.8425,-109.5195,187,1179931860,2.65
"611",35.25,-109.2557,187,1151491800,1
"612",33.7187,-109.7656,187,1184340240,2.1
"613",33.78694444,-109.35527778,187,1242727800,31.8333333333333
"615",33.9173,-109.9365,187,1132851240,0.85
"616",33.6981,-109.754,187,1250088600,1.66666666666667
"617",33.7931,-109.7898,187,1250083620,75.55
"618",33.7653,-109.9356,187,1341323520,23.8833333333333
"620",33.8087,-109.8098,187,1151840040,4.43333333333333
"622",33.9514,-109.9345,187,1113746400,3.5
"623",33.8187,-109.9729,187,1111688760,0.233333333333333
"624",33.8486111,-109.367778,187,1277730000,21.8833333333333
"625",34.2556,-109.6919,187,1448120280,2.36666666666667
"626",34.0114,-109.5912,187,1151856180,2.7
"627",33.905,-109.41388889,187,1215092700,1.1
"628",35.1373,-109.29507,187,1248969420,1.2
